time,open,high,low,close,volume
2021-01-30 10:00:00+00:00,34251.5,34398.0,33866.7,34301.5,1352.42931671
2021-01-30 11:00:00+00:00,34288.7,34316.8,33504.1,33649.8,1240.73278696
2021-01-30 12:00:00+00:00,33655.9,33839.7,33461.2,33760.6,471.38171999
2021-01-30 13:00:00+00:00,33756.5,34357.6,33657.1,34238.5,580.09170854
2021-01-30 14:00:00+00:00,34246.3,34414.0,33998.6,34234.0,440.45439309
2021-01-30 15:00:00+00:00,34238.9,34565.7,34055.9,34222.9,565.86181164
2021-01-30 16:00:00+00:00,34214.2,34263.3,33518.2,33950.9,838.28791978
2021-01-30 17:00:00+00:00,33950.9,34307.1,33943.8,34251.9,434.04234495
2021-01-30 18:00:00+00:00,34252.3,34365.1,34106.8,34344.3,298.18875249999996
2021-01-30 19:00:00+00:00,34345.4,34408.0,34021.7,34292.2,251.69723847
2021-01-30 20:00:00+00:00,34294.8,34454.1,34083.0,34157.4,252.93893034
2021-01-30 21:00:00+00:00,34159.9,34687.6,33979.8,34682.1,274.81929318
2021-01-30 22:00:00+00:00,34680.5,34773.5,34520.0,34535.1,257.95066623
2021-01-30 23:00:00+00:00,34528.0,34563.8,34166.0,34262.7,349.51171261
2021-01-31 00:00:00+00:00,34264.5,34343.6,33872.8,34067.4,1208.44538785
2021-01-31 01:00:00+00:00,34065.1,34242.6,33930.6,34193.2,1228.76505674
2021-01-31 02:00:00+00:00,34194.6,34242.1,33672.6,33739.2,481.55628259
2021-01-31 03:00:00+00:00,33738.6,34036.0,33654.6,33931.5,328.13231421
2021-01-31 04:00:00+00:00,33930.4,34110.3,33790.6,34033.6,327.68587485
2021-01-31 05:00:00+00:00,34033.5,34050.0,33672.9,33752.3,334.87342789999997
2021-01-31 06:00:00+00:00,33750.5,33847.8,33563.9,33645.9,334.86086317
2021-01-31 07:00:00+00:00,33645.8,33835.2,33440.1,33594.2,311.09139765
2021-01-31 08:00:00+00:00,33590.4,33831.4,33306.0,33594.8,444.36712625
2021-01-31 09:00:00+00:00,33594.8,33768.1,33271.0,33291.6,311.63124058
2021-01-31 10:00:00+00:00,33295.5,33734.0,33200.0,33648.5,409.74257884
2021-01-31 11:00:00+00:00,33648.7,33788.0,33471.7,33561.0,296.20018427
2021-01-31 12:00:00+00:00,33567.2,34237.2,33367.4,33982.1,662.08584469
2021-01-31 13:00:00+00:00,33977.1,34054.8,33600.6,33699.5,265.44345780000003
2021-01-31 14:00:00+00:00,33681.7,33734.2,33309.4,33333.2,550.09227857
2021-01-31 15:00:00+00:00,33333.0,33470.7,32500.0,32859.6,1008.37026618
2021-01-31 16:00:00+00:00,32862.2,33079.3,32600.0,32896.8,592.87896343
2021-01-31 17:00:00+00:00,32898.5,33073.6,32188.7,32292.0,790.95735376
2021-01-31 18:00:00+00:00,32297.4,32836.6,32170.2,32440.6,341.34204611
2021-01-31 19:00:00+00:00,32454.2,32926.7,32409.2,32812.2,290.50311519999997
2021-01-31 20:00:00+00:00,32801.3,32919.9,32500.0,32857.1,230.60629096
2021-01-31 21:00:00+00:00,32852.9,32899.9,32523.0,32562.6,216.07635242
2021-01-31 22:00:00+00:00,32564.8,33093.4,32562.4,32979.9,243.40868875
2021-01-31 23:00:00+00:00,32976.1,33249.9,32938.9,33102.9,399.31383041
2021-02-01 00:00:00+00:00,33099.5,33111.7,32229.4,32547.6,1974.79628501
2021-02-01 01:00:00+00:00,32546.9,33546.5,32485.3,33422.6,1215.33153119
2021-02-01 02:00:00+00:00,33420.7,33840.6,33223.1,33647.8,551.09636498
2021-02-01 03:00:00+00:00,33645.3,33761.5,33473.8,33567.9,378.3863585
2021-02-01 04:00:00+00:00,33570.4,33949.6,33423.8,33560.2,494.82169155
2021-02-01 05:00:00+00:00,33552.1,33887.6,33431.5,33765.3,363.28352208
2021-02-01 06:00:00+00:00,33758.0,34406.1,33280.1,33514.7,1105.62240366
2021-02-01 07:00:00+00:00,33510.1,33857.7,33396.9,33797.9,420.08622034
2021-02-01 08:00:00+00:00,33802.1,34500.0,33587.9,34471.9,782.73473627
2021-02-01 09:00:00+00:00,34478.3,34713.8,34274.5,34361.1,905.77793299
2021-02-01 10:00:00+00:00,34373.0,34533.2,34022.0,34159.0,605.94971529
2021-02-01 11:00:00+00:00,34158.0,34399.8,33936.9,34176.8,654.61582833
2021-02-01 12:00:00+00:00,34178.9,34449.7,33577.7,33756.2,697.92851128
2021-02-01 13:00:00+00:00,33767.8,33999.1,33651.1,33688.4,453.91699742
2021-02-01 14:00:00+00:00,33688.4,33859.3,33384.7,33529.6,572.50364353
2021-02-01 15:00:00+00:00,33529.5,33626.2,33154.6,33154.8,373.37168104
2021-02-01 16:00:00+00:00,33154.9,33600.0,33141.0,33459.2,367.25724298
2021-02-01 17:00:00+00:00,33458.0,34073.3,33384.5,33993.0,354.61153549
2021-02-01 18:00:00+00:00,33992.7,34035.8,33652.7,33736.7,216.80019773
2021-02-01 19:00:00+00:00,33724.3,34073.2,33700.8,33823.6,209.06462005
2021-02-01 20:00:00+00:00,33820.9,34047.0,33727.9,33828.2,221.42625406
2021-02-01 21:00:00+00:00,33824.1,33848.8,33573.5,33658.1,195.41024349
2021-02-01 22:00:00+00:00,33659.1,33783.7,33507.1,33542.3,226.37038172
2021-02-01 23:00:00+00:00,33530.1,33773.4,33430.5,33518.8,287.85720349
2021-02-02 00:00:00+00:00,33501.9,34168.1,33430.6,33766.7,1525.92980121
2021-02-02 01:00:00+00:00,33771.5,33812.1,33515.7,33748.1,1070.66812876
2021-02-02 02:00:00+00:00,33745.2,33892.7,33601.0,33657.5,255.56829569
2021-02-02 03:00:00+00:00,33660.5,33708.9,33503.2,33553.2,247.20226292
2021-02-02 04:00:00+00:00,33557.6,33961.7,33483.0,33875.6,380.42686560000004
2021-02-02 05:00:00+00:00,33872.8,34113.0,33767.0,34000.0,375.55441744
2021-02-02 06:00:00+00:00,34000.0,34340.5,33929.7,34295.5,572.2971234
2021-02-02 07:00:00+00:00,34295.5,34417.9,34143.3,34235.6,458.80593911
2021-02-02 08:00:00+00:00,34227.2,34680.0,34096.0,34671.3,663.7469267999999
2021-02-02 09:00:00+00:00,34667.7,35666.0,34650.0,35342.8,1413.47224637
2021-02-02 10:00:00+00:00,35346.0,35433.0,34984.5,35164.8,409.42595898
2021-02-02 11:00:00+00:00,35164.9,35284.2,34656.2,34710.4,404.07072064
2021-02-02 12:00:00+00:00,34710.4,35006.9,34545.2,34784.6,384.64784057
2021-02-02 13:00:00+00:00,34788.7,35210.9,34743.4,34840.0,397.72587693
2021-02-02 14:00:00+00:00,34844.6,34927.1,34307.2,34784.4,506.00732979
2021-02-02 15:00:00+00:00,34787.3,35156.5,34534.9,34717.7,624.27498863
2021-02-02 16:00:00+00:00,34716.3,35177.3,34567.9,34961.1,656.45194525
2021-02-02 17:00:00+00:00,34980.7,35019.3,34742.9,34853.2,328.56787562
2021-02-02 18:00:00+00:00,34855.3,35314.6,34787.5,35261.9,311.17609943
2021-02-02 19:00:00+00:00,35266.6,35787.3,35158.8,35751.9,690.85655249
2021-02-02 20:00:00+00:00,35749.9,35971.1,35521.3,35786.1,425.40933999
2021-02-02 21:00:00+00:00,35786.2,35885.2,35553.0,35652.4,283.27018005
2021-02-02 22:00:00+00:00,35649.0,35807.0,35524.6,35569.4,221.12938877
2021-02-02 23:00:00+00:00,35569.5,35696.1,35460.5,35470.3,272.8404891
2021-02-03 00:00:00+00:00,35471.0,36239.9,35366.7,36137.6,1537.69061971
2021-02-03 01:00:00+00:00,36131.3,36350.0,35858.6,35886.0,688.22257477
2021-02-03 02:00:00+00:00,35886.0,36118.8,35823.9,35888.3,490.27296941
2021-02-03 03:00:00+00:00,35886.4,36499.0,35880.1,36405.7,456.92940668
2021-02-03 04:00:00+00:00,36409.1,36833.8,36409.1,36612.1,779.9318948
2021-02-03 05:00:00+00:00,36623.4,36675.9,36367.5,36449.6,321.62856081
2021-02-03 06:00:00+00:00,36451.0,36774.9,36419.0,36514.3,326.56961746
2021-02-03 07:00:00+00:00,36511.8,36582.3,36234.1,36289.6,339.30963653
2021-02-03 08:00:00+00:00,36297.1,36297.1,35680.1,36011.9,1219.40761849
2021-02-03 09:00:00+00:00,36011.9,36039.9,35537.0,35853.1,2021.54489829
2021-02-03 10:00:00+00:00,35851.9,36040.5,35653.4,35993.9,1051.1115413999999
2021-02-03 11:00:00+00:00,35992.2,36238.3,35869.0,35961.2,2373.24237885
2021-02-03 12:00:00+00:00,35969.6,36329.2,35822.8,36182.8,2494.29327284
2021-02-03 13:00:00+00:00,36183.0,36721.7,35947.3,36540.6,1031.16725388
2021-02-03 14:00:00+00:00,36542.6,36764.6,36374.0,36531.4,501.66831468
2021-02-03 15:00:00+00:00,36537.3,36905.9,36529.5,36849.8,508.9329027
2021-02-03 16:00:00+00:00,36847.6,37235.1,36705.8,37168.1,2375.56537584
2021-02-03 17:00:00+00:00,37162.8,37196.6,36957.8,37190.9,473.40076805
2021-02-03 18:00:00+00:00,37194.1,37219.5,36746.6,37127.5,680.51255634
2021-02-03 19:00:00+00:00,37132.1,37151.4,36800.1,36800.1,386.6439606
2021-02-03 20:00:00+00:00,36805.2,37073.3,36650.1,37042.0,422.03107800000004
2021-02-03 21:00:00+00:00,37042.0,37414.0,36960.5,37249.8,414.60641339
2021-02-03 22:00:00+00:00,37250.2,37496.3,37224.3,37270.4,245.26569389
2021-02-03 23:00:00+00:00,37270.4,37667.7,37264.8,37618.3,482.54400047
2021-02-04 00:00:00+00:00,37618.4,38116.0,37618.4,38069.3,835.75798441
2021-02-04 01:00:00+00:00,38057.9,38288.0,37857.2,38143.5,392.49216642
2021-02-04 02:00:00+00:00,38146.5,38218.5,37550.7,37894.1,955.93906518
2021-02-04 03:00:00+00:00,37901.8,38025.2,37365.1,37488.8,465.50709349999994
2021-02-04 04:00:00+00:00,37500.6,37788.5,37339.1,37678.9,391.56331199
2021-02-04 05:00:00+00:00,37677.1,37928.5,37486.1,37583.5,1426.45206892
2021-02-04 06:00:00+00:00,37583.3,38209.0,37532.7,38082.9,1571.20369106
2021-02-04 07:00:00+00:00,38088.5,38196.5,37871.3,37897.9,1742.03669154
2021-02-04 08:00:00+00:00,37894.8,38732.4,37001.0,37360.2,2894.83318585
2021-02-04 09:00:00+00:00,37360.3,37600.0,36888.0,37519.2,1827.01981819
2021-02-04 10:00:00+00:00,37518.8,37776.9,37221.3,37629.7,560.05450626
2021-02-04 11:00:00+00:00,37620.1,37911.4,37320.0,37321.5,602.60303732
2021-02-04 12:00:00+00:00,37325.9,37759.9,37044.2,37630.0,748.06999253
2021-02-04 13:00:00+00:00,37629.9,37695.2,37269.6,37588.4,511.79987756
2021-02-04 14:00:00+00:00,37590.8,37731.3,36666.0,36798.4,1222.17076183
2021-02-04 15:00:00+00:00,36795.0,36960.0,36176.4,36571.6,1580.14285555
2021-02-04 16:00:00+00:00,36572.8,36992.3,36420.1,36939.4,1239.93118836
2021-02-04 17:00:00+00:00,36937.9,37068.5,36787.1,36888.0,821.31451473
2021-02-04 18:00:00+00:00,36882.2,37415.8,36766.1,37136.4,449.15161627
2021-02-04 19:00:00+00:00,37139.8,37500.0,36983.1,37464.3,343.9124661
2021-02-04 20:00:00+00:00,37463.2,37776.0,37363.5,37608.3,407.1944392
2021-02-04 21:00:00+00:00,37620.3,37729.6,37314.7,37636.7,249.40890577
2021-02-04 22:00:00+00:00,37636.0,37679.8,36984.0,37248.2,339.2772546
2021-02-04 23:00:00+00:00,37242.0,37377.2,36846.2,36937.8,339.85244754
2021-02-05 00:00:00+00:00,36927.1,37231.8,36793.7,36998.1,670.90976994
2021-02-05 01:00:00+00:00,36996.0,37295.4,36589.0,36644.9,685.88517543
2021-02-05 02:00:00+00:00,36636.9,36996.2,36604.5,36959.0,346.59059875
2021-02-05 03:00:00+00:00,36961.1,37402.6,36933.0,37365.9,569.36906227
2021-02-05 04:00:00+00:00,37366.0,37497.5,37200.7,37257.6,340.78535486
2021-02-05 05:00:00+00:00,37269.0,37349.4,36992.3,37066.3,386.93999199
2021-02-05 06:00:00+00:00,37063.0,37666.6,37022.3,37373.6,590.90879464
2021-02-05 07:00:00+00:00,37374.6,37708.0,37374.6,37656.9,469.84233768
2021-02-05 08:00:00+00:00,37657.5,37799.0,37408.3,37710.5,1826.86539137
2021-02-05 09:00:00+00:00,37706.2,37768.0,37112.3,37243.7,2812.30798964
2021-02-05 10:00:00+00:00,37239.1,37657.0,37189.7,37389.1,389.5131829
2021-02-05 11:00:00+00:00,37394.2,37739.7,37391.6,37691.0,588.12898865
2021-02-05 12:00:00+00:00,37694.1,38149.6,37555.0,37856.8,709.20901801
2021-02-05 13:00:00+00:00,37844.8,38300.0,37786.9,38267.5,663.55554813
2021-02-05 14:00:00+00:00,38268.1,38291.6,37947.7,38087.6,487.98531763
2021-02-05 15:00:00+00:00,38087.6,38299.0,37955.0,37974.4,1108.90389702
2021-02-05 16:00:00+00:00,37981.6,38230.0,37777.0,37887.4,1532.81424799
2021-02-05 17:00:00+00:00,37887.4,37999.8,37800.0,37898.4,573.4990623
2021-02-05 18:00:00+00:00,37898.4,37927.9,37389.1,37464.5,2011.15883638
2021-02-05 19:00:00+00:00,37456.8,37677.6,37300.0,37628.4,1207.85672985
2021-02-05 20:00:00+00:00,37622.5,37792.0,37500.1,37739.3,319.71166887
2021-02-05 21:00:00+00:00,37736.4,37923.0,37680.1,37825.0,219.20804849
2021-02-05 22:00:00+00:00,37825.0,37970.8,37671.3,37793.5,212.13893552
2021-02-05 23:00:00+00:00,37784.0,38313.9,37759.5,38303.8,357.61039811
2021-02-06 00:00:00+00:00,38299.3,38848.9,38213.0,38736.7,938.29228851
2021-02-06 01:00:00+00:00,38736.7,39468.4,38320.1,38810.1,1854.82486921
2021-02-06 02:00:00+00:00,38800.2,39500.0,38600.0,39385.0,882.69767487
2021-02-06 03:00:00+00:00,39378.3,39668.0,39204.9,39377.0,597.57936022
2021-02-06 04:00:00+00:00,39383.1,39383.1,38927.9,39169.2,388.21010194
2021-02-06 05:00:00+00:00,39169.0,39227.2,38752.1,39015.2,437.68878768
2021-02-06 06:00:00+00:00,39021.7,39438.5,39000.1,39260.3,589.07913624
2021-02-06 07:00:00+00:00,39260.7,39476.9,39158.6,39341.4,360.18903893
2021-02-06 08:00:00+00:00,39341.4,39684.2,39341.4,39420.0,440.11400394
2021-02-06 09:00:00+00:00,39415.4,39890.0,39394.5,39877.8,613.02916486
2021-02-06 10:00:00+00:00,39877.8,40018.7,39520.0,39998.2,634.12806199
2021-02-06 11:00:00+00:00,39997.2,40470.2,39997.2,40196.9,802.62232085
2021-02-06 12:00:00+00:00,40200.4,40452.4,39882.1,39905.4,627.46756146
2021-02-06 13:00:00+00:00,39900.0,40251.4,39900.0,40139.1,363.09003383
2021-02-06 14:00:00+00:00,40139.1,40561.4,40138.5,40260.8,564.44846
2021-02-06 15:00:00+00:00,40260.9,40860.0,40178.7,40849.7,606.01958379
2021-02-06 16:00:00+00:00,40851.9,40950.0,40477.4,40598.4,641.556013
2021-02-06 17:00:00+00:00,40598.4,40649.9,40166.1,40197.3,509.31099763
2021-02-06 18:00:00+00:00,40200.3,40439.9,40055.1,40270.1,360.51013232
2021-02-06 19:00:00+00:00,40280.9,40395.5,39999.0,40176.5,539.83289561
2021-02-06 20:00:00+00:00,40173.3,40173.3,39636.7,40090.9,768.13253895
2021-02-06 21:00:00+00:00,40096.6,40246.2,40038.7,40038.8,288.29783409
2021-02-06 22:00:00+00:00,40038.8,40465.7,39920.1,40000.3,282.16178743
2021-02-06 23:00:00+00:00,40000.3,40000.3,39047.0,39191.4,780.86152878
2021-02-07 00:00:00+00:00,39188.3,39606.5,38698.8,39563.4,905.70698366
2021-02-07 01:00:00+00:00,39565.4,39591.0,38486.0,38620.6,1002.22642364
2021-02-07 02:00:00+00:00,38629.1,38828.1,38383.0,38754.0,851.1782561000001
2021-02-07 03:00:00+00:00,38748.3,38927.7,38564.1,38846.1,333.24427796
2021-02-07 04:00:00+00:00,38840.2,38840.8,37940.4,38322.0,840.92328835
2021-02-07 05:00:00+00:00,38322.0,38722.0,38183.9,38518.7,497.24426284
2021-02-07 06:00:00+00:00,38518.7,38696.9,38285.5,38533.2,336.39071089
2021-02-07 07:00:00+00:00,38534.0,39090.9,38421.1,39038.3,506.34161387
2021-02-07 08:00:00+00:00,39025.1,39520.0,39019.1,39502.4,608.78784051
2021-02-07 09:00:00+00:00,39502.4,39687.4,39317.9,39506.7,399.95672027
2021-02-07 10:00:00+00:00,39506.8,39656.0,39144.4,39326.3,387.33035206
2021-02-07 11:00:00+00:00,39324.9,39358.8,38750.0,39036.9,578.52259323
2021-02-07 12:00:00+00:00,39042.7,39271.9,38530.3,38802.1,478.39297134
2021-02-07 13:00:00+00:00,38818.5,39119.0,38366.3,38628.7,547.70571051
2021-02-07 14:00:00+00:00,38625.5,38698.4,38121.2,38195.6,605.74830762
2021-02-07 15:00:00+00:00,38195.7,38378.9,37567.2,37924.8,996.39016669
2021-02-07 16:00:00+00:00,37922.4,38229.5,37344.1,38171.0,817.98303322
2021-02-07 17:00:00+00:00,38175.6,38199.9,37700.3,37861.4,299.67298792
2021-02-07 18:00:00+00:00,37863.8,38345.3,37851.0,38245.9,258.45183888
2021-02-07 19:00:00+00:00,38244.4,38443.2,37994.9,38054.6,316.29276301
2021-02-07 20:00:00+00:00,38059.3,38494.0,37720.2,38468.3,427.73435481
2021-02-07 21:00:00+00:00,38474.3,38635.2,38366.6,38535.0,270.79255257
2021-02-07 22:00:00+00:00,38537.3,38826.9,38303.2,38784.4,188.29443304
2021-02-07 23:00:00+00:00,38796.4,39080.0,38714.6,38805.6,367.47477014
2021-02-08 00:00:00+00:00,38801.7,39080.0,38655.0,38711.9,479.34858722
2021-02-08 01:00:00+00:00,38715.4,38900.0,38396.7,38526.1,352.17486285
2021-02-08 02:00:00+00:00,38516.8,38649.9,38143.1,38247.5,337.69377903
2021-02-08 03:00:00+00:00,38244.9,38484.9,38000.0,38075.0,1734.3605057
2021-02-08 04:00:00+00:00,38067.7,38680.5,37991.4,38587.1,1410.31305058
2021-02-08 05:00:00+00:00,38587.1,38879.8,38452.5,38686.2,1514.24966469
2021-02-08 06:00:00+00:00,38677.0,39231.9,38622.7,39011.7,753.11904586
2021-02-08 07:00:00+00:00,39018.4,39378.8,38880.0,39266.9,296.17416715
2021-02-08 08:00:00+00:00,39269.9,39342.8,39045.0,39171.9,264.26380972
2021-02-08 09:00:00+00:00,39171.9,39353.3,38875.5,38943.3,322.80274236
2021-02-08 10:00:00+00:00,38951.8,39410.0,38848.8,39393.3,495.44418586
2021-02-08 11:00:00+00:00,39403.9,39499.0,39304.3,39413.3,256.56784479
2021-02-08 12:00:00+00:00,39420.6,43261.0,39089.3,42998.0,2956.03798242
2021-02-08 13:00:00+00:00,42998.0,44625.0,41976.7,42911.5,5357.17354737
2021-02-08 14:00:00+00:00,42911.6,44000.0,42871.8,43553.3,1629.40359081
2021-02-08 15:00:00+00:00,43551.8,44134.7,43318.4,43698.4,1320.04288268
2021-02-08 16:00:00+00:00,43699.0,44275.3,43045.2,43179.3,1397.64127934
2021-02-08 17:00:00+00:00,43180.1,43389.1,42541.2,43069.9,606.84775818
2021-02-08 18:00:00+00:00,43105.3,43400.1,42546.7,42680.8,348.98458277
2021-02-08 19:00:00+00:00,42685.4,43134.2,42645.2,43053.5,298.35956059
2021-02-08 20:00:00+00:00,43057.1,44254.0,42915.2,44138.9,796.60668357
2021-02-08 21:00:00+00:00,44168.2,44789.1,43902.9,44649.9,719.42120076
2021-02-08 22:00:00+00:00,44636.0,45000.0,44264.6,44679.9,775.26161141
2021-02-08 23:00:00+00:00,44680.0,46790.2,44603.1,46363.3,1733.69222459
2021-02-09 00:00:00+00:00,46367.8,47480.8,46220.3,46752.9,1617.34201304
2021-02-09 01:00:00+00:00,46752.9,46752.9,45797.4,46146.6,974.46900445
2021-02-09 02:00:00+00:00,46146.6,46342.9,45575.1,45699.9,537.8029005
2021-02-09 03:00:00+00:00,45697.2,46728.7,45506.1,46583.6,536.58758585
2021-02-09 04:00:00+00:00,46595.3,46850.0,46203.7,46816.7,514.12737368
2021-02-09 05:00:00+00:00,46828.0,47150.0,46454.1,46855.3,564.82219496
2021-02-09 06:00:00+00:00,46850.0,48120.0,46560.0,48107.6,862.53328148
2021-02-09 07:00:00+00:00,48107.6,48137.3,47374.4,47516.3,714.18592664
2021-02-09 08:00:00+00:00,47506.1,47990.5,46608.1,47096.2,859.97052433
2021-02-09 09:00:00+00:00,47096.1,47150.0,45961.3,46400.1,595.69851125
2021-02-09 10:00:00+00:00,46397.6,46599.2,45566.8,45640.1,662.84456134
2021-02-09 11:00:00+00:00,45650.1,46589.3,45607.4,46389.7,486.66175055
2021-02-09 12:00:00+00:00,46383.5,46785.9,45118.2,45306.8,856.33874875
2021-02-09 13:00:00+00:00,45294.8,46409.7,44982.7,46270.0,786.84290907
2021-02-09 14:00:00+00:00,46279.0,46699.5,46072.1,46635.8,468.3438635
2021-02-09 15:00:00+00:00,46626.5,47088.3,46311.0,46779.9,443.66133783
2021-02-09 16:00:00+00:00,46772.2,47137.1,46025.2,46480.0,636.66931163
2021-02-09 17:00:00+00:00,46476.7,46942.4,46183.7,46484.9,325.75052527
2021-02-09 18:00:00+00:00,46485.0,47419.2,46248.2,47009.4,392.44183854
2021-02-09 19:00:00+00:00,47003.7,47266.3,46748.3,47058.8,395.07651528
2021-02-09 20:00:00+00:00,47057.5,47495.3,46672.1,47098.3,1445.46975247
2021-02-09 21:00:00+00:00,47088.2,47463.0,46999.2,47243.9,369.85195128
2021-02-09 22:00:00+00:00,47243.8,47243.8,46462.3,46831.0,370.8111214
2021-02-09 23:00:00+00:00,46833.7,46849.9,46197.9,46425.0,309.60308713
2021-02-10 00:00:00+00:00,46425.3,46890.7,46052.1,46505.9,385.76829353
2021-02-10 01:00:00+00:00,46500.1,46518.1,46000.0,46247.4,1010.28230969
2021-02-10 02:00:00+00:00,46250.2,46800.0,46250.2,46284.6,432.22000282
2021-02-10 03:00:00+00:00,46284.6,46734.3,46141.4,46211.0,412.47565354
2021-02-10 04:00:00+00:00,46211.9,46294.6,45588.9,46010.6,1463.74261523
2021-02-10 05:00:00+00:00,46009.5,46422.7,45820.9,46135.4,453.46577997
2021-02-10 06:00:00+00:00,46147.3,46630.9,46116.2,46501.2,238.66375594
2021-02-10 07:00:00+00:00,46490.7,46921.1,46400.3,46555.8,339.01465575
2021-02-10 08:00:00+00:00,46555.8,46831.6,46268.9,46652.0,385.89326929
2021-02-10 09:00:00+00:00,46652.0,46900.0,46465.0,46556.9,341.64422701
2021-02-10 10:00:00+00:00,46551.5,47309.5,46406.2,46637.6,1052.68068229
2021-02-10 11:00:00+00:00,46637.6,46681.0,46268.9,46574.2,767.76622885
2021-02-10 12:00:00+00:00,46577.2,46577.2,44539.1,45655.8,1526.11731258
2021-02-10 13:00:00+00:00,45655.9,45962.7,45332.6,45630.4,400.69890339
2021-02-10 14:00:00+00:00,45627.2,45971.7,44829.9,44942.4,683.99419468
2021-02-10 15:00:00+00:00,44960.3,45227.7,43729.0,44348.7,1391.16328876
2021-02-10 16:00:00+00:00,44354.5,44879.9,43831.9,44746.3,760.58276329
2021-02-10 17:00:00+00:00,44744.1,45000.0,44444.1,44936.6,681.30124079
2021-02-10 18:00:00+00:00,44942.7,45122.1,44749.3,45053.9,1272.08234834
2021-02-10 19:00:00+00:00,45053.8,45228.2,44420.0,45176.8,408.16841496
2021-02-10 20:00:00+00:00,45176.8,45231.5,44420.0,44547.6,160.85009466
2021-02-10 21:00:00+00:00,44547.6,45016.0,44360.0,44993.8,201.32309758
2021-02-10 22:00:00+00:00,44989.8,45206.0,44880.1,45192.0,109.89948907
2021-02-10 23:00:00+00:00,45194.4,45332.5,44785.2,44815.9,237.82869784
2021-02-11 00:00:00+00:00,44805.0,45040.0,43990.9,44240.2,543.52941727
2021-02-11 01:00:00+00:00,44240.2,44549.9,43999.0,44179.3,690.4118333
2021-02-11 02:00:00+00:00,44179.3,44820.6,44179.2,44755.1,887.99296003
2021-02-11 03:00:00+00:00,44744.0,45654.0,44686.0,45444.7,561.47797366
2021-02-11 04:00:00+00:00,45444.8,45676.0,44575.4,44708.0,591.85243861
2021-02-11 05:00:00+00:00,44707.3,44961.0,44507.6,44640.0,224.92969469999997
2021-02-11 06:00:00+00:00,44640.1,44910.9,44392.6,44549.6,383.48875602
2021-02-11 07:00:00+00:00,44549.7,45110.4,44549.7,44717.4,323.25114336
2021-02-11 08:00:00+00:00,44702.6,45088.4,44510.9,45021.1,307.39049152
2021-02-11 09:00:00+00:00,45021.2,45600.0,44799.9,45497.2,353.37532794
2021-02-11 10:00:00+00:00,45500.0,46364.9,45350.4,46276.4,477.83466837
2021-02-11 11:00:00+00:00,46273.2,46544.7,45877.1,46053.8,434.30751730000003
2021-02-11 12:00:00+00:00,46053.8,46617.9,46053.7,46503.7,277.51046933
2021-02-11 13:00:00+00:00,46513.1,48386.0,46513.1,47513.8,1439.35914169
2021-02-11 14:00:00+00:00,47514.8,48118.5,47250.3,47850.0,626.43967801
2021-02-11 15:00:00+00:00,47850.0,48174.8,47570.5,47956.9,567.37819874
2021-02-11 16:00:00+00:00,47962.5,48300.0,47350.8,47600.0,549.81894488
2021-02-11 17:00:00+00:00,47600.0,47680.2,46933.4,47349.3,453.67018622
2021-02-11 18:00:00+00:00,47358.5,48013.2,47302.9,47651.2,384.54934444
