id,time,open,high,low,close,volume
71,2021-03-27T09:00:00.000Z,54921.1,55015.0,54773.8,55014.9,355.84078456
72,2021-03-27T08:00:00.000Z,54939.8,55140.4,54646.5,54921.0,2207.33336237
73,2021-03-27T07:00:00.000Z,55021.7,55087.6,54734.6,54946.7,780.28294923
74,2021-03-27T06:00:00.000Z,55172.8,55270.0,54956.5,55024.4,205.40002025
75,2021-03-27T05:00:00.000Z,54943.3,55350.0,54690.8,55183.0,396.9119164
76,2021-03-27T04:00:00.000Z,54759.0,55227.5,54652.0,54943.4,470.83057467
77,2021-03-27T03:00:00.000Z,54737.4,54816.9,54552.6,54756.1,166.3580092
78,2021-03-27T02:00:00.000Z,54672.8,54883.7,54489.7,54737.3,199.3741219
79,2021-03-27T01:00:00.000Z,54734.1,54963.0,54523.9,54674.3,292.00792161
80,2021-03-27T00:00:00.000Z,55015.4,55531.0,54700.0,54724.6,677.72139075
81,2021-03-26T23:00:00.000Z,54367.6,55067.1,54280.1,55015.5,410.66981474
82,2021-03-26T22:00:00.000Z,54571.4,54765.5,54328.2,54370.3,297.90636271
83,2021-03-26T21:00:00.000Z,53954.2,54588.0,53954.2,54571.4,293.94052541
84,2021-03-26T20:00:00.000Z,53781.8,54259.9,53781.8,53953.0,321.27102475
85,2021-03-26T19:00:00.000Z,53682.9,53804.7,53523.7,53775.4,384.91787004
86,2021-03-26T18:00:00.000Z,53815.4,53912.9,53450.1,53685.4,1978.889769
87,2021-03-26T17:00:00.000Z,53775.1,53910.9,53521.0,53814.2,2980.62471869
88,2021-03-26T16:00:00.000Z,53317.8,54045.3,52888.4,53779.9,1113.81878746
89,2021-03-26T15:00:00.000Z,53406.2,53542.7,53209.0,53317.8,284.12024761
90,2021-03-26T14:00:00.000Z,53313.6,53468.3,53095.5,53406.2,318.93344945
91,2021-03-26T13:00:00.000Z,52997.7,53313.7,52738.3,53313.6,305.64379479
92,2021-03-26T12:00:00.000Z,52696.5,53231.0,52513.1,52993.6,2310.46558094
93,2021-03-26T11:00:00.000Z,53381.0,53448.9,52571.4,52710.0,3092.06788172
94,2021-03-26T10:00:00.000Z,53316.0,53562.5,53159.4,53381.0,926.04067803
95,2021-03-26T09:00:00.000Z,53353.8,53580.4,53198.4,53323.8,380.79868705
96,2021-03-26T08:00:00.000Z,53564.4,53816.0,53144.1,53357.4,876.78881099
97,2021-03-26T07:00:00.000Z,52585.3,53574.2,52401.1,53564.5,1140.52636857
98,2021-03-26T06:00:00.000Z,52781.2,52890.0,52478.0,52581.0,224.96995222
99,2021-03-26T05:00:00.000Z,52704.5,52900.0,52503.2,52781.2,385.23054855
100,2021-03-26T04:00:00.000Z,52410.7,52800.0,52184.2,52704.2,441.3203387
101,2021-03-26T03:00:00.000Z,51698.8,52719.6,51698.8,52410.8,539.61287029
102,2021-03-26T02:00:00.000Z,52251.1,52375.6,51550.1,51698.7,364.63566608
103,2021-03-26T01:00:00.000Z,52080.4,52346.9,51976.5,52251.0,331.0136014
104,2021-03-26T00:00:00.000Z,51302.5,52272.8,51209.4,52085.6,539.86636815
105,2021-03-25T23:00:00.000Z,51737.3,52047.0,51221.7,51302.5,446.60046687
106,2021-03-25T22:00:00.000Z,52443.1,52720.4,51579.0,51732.7,360.89904915
107,2021-03-25T21:00:00.000Z,51983.4,52564.3,51960.0,52424.0,184.71061694
108,2021-03-25T20:00:00.000Z,52200.5,52699.9,51825.1,51980.7,349.90234559
109,2021-03-25T19:00:00.000Z,52229.5,52302.8,51625.2,52200.8,364.07840903
110,2021-03-25T18:00:00.000Z,51625.7,52541.6,51519.6,52227.7,473.4921239
111,2021-03-25T17:00:00.000Z,51311.9,51818.6,51117.2,51634.8,516.33945864
112,2021-03-25T16:00:00.000Z,50983.1,51698.5,50535.4,51312.0,987.64500841
113,2021-03-25T15:00:00.000Z,51290.0,51520.3,50625.1,50972.8,924.62599041
114,2021-03-25T14:00:00.000Z,51654.3,52057.3,51050.0,51290.0,667.6018285
115,2021-03-25T13:00:00.000Z,51075.7,51972.5,50444.1,51650.4,1331.25390022
116,2021-03-25T12:00:00.000Z,52144.4,52330.2,50458.9,51077.3,2141.63076103
117,2021-03-25T11:00:00.000Z,52940.6,53125.7,52117.7,52144.4,652.53115863
118,2021-03-25T10:00:00.000Z,52923.8,53043.5,52502.0,52940.7,533.37515108
119,2021-03-25T09:00:00.000Z,52595.4,52991.2,52341.7,52923.8,770.92179109
120,2021-03-25T08:00:00.000Z,52244.7,52773.5,52084.0,52599.6,551.96166287
121,2021-03-25T07:00:00.000Z,52968.2,53110.7,52200.0,52242.5,690.10372417
122,2021-03-25T06:00:00.000Z,52668.3,53228.1,52650.3,52968.2,617.71049047
123,2021-03-25T05:00:00.000Z,52249.6,52821.4,52129.2,52670.1,797.02226048
124,2021-03-25T04:00:00.000Z,52099.9,52494.1,51904.3,52243.4,411.67975733
125,2021-03-25T03:00:00.000Z,52238.5,52550.9,51803.9,52099.8,628.70314133
126,2021-03-25T02:00:00.000Z,51823.9,52549.9,51500.0,52243.4,1067.26281476
127,2021-03-25T01:00:00.000Z,52626.1,52750.0,51729.5,51823.8,887.26296139
128,2021-03-25T00:00:00.000Z,52300.0,52817.4,52019.1,52625.0,763.07374414
129,2021-03-24T23:00:00.000Z,52526.7,52958.2,52290.3,52300.0,499.8665691
130,2021-03-24T22:00:00.000Z,53751.1,53751.1,51685.8,52526.7,1817.49580906
131,2021-03-24T21:00:00.000Z,54057.1,54224.0,53560.4,53740.2,500.5998783
132,2021-03-24T20:00:00.000Z,54729.3,54729.6,53201.0,54057.1,1055.95090496
133,2021-03-24T19:00:00.000Z,55397.9,55570.4,54660.1,54740.8,476.02903099
134,2021-03-24T18:00:00.000Z,56122.4,56359.9,55352.4,55380.8,488.32515762
135,2021-03-24T17:00:00.000Z,55749.0,56380.4,55550.0,56122.4,520.63663912
136,2021-03-24T16:00:00.000Z,56294.6,56424.2,55711.9,55749.7,472.93343651
137,2021-03-24T15:00:00.000Z,56519.8,56633.1,56001.1,56286.6,561.05682056
138,2021-03-24T14:00:00.000Z,56767.9,56933.0,56450.1,56519.7,379.64178542
139,2021-03-24T13:00:00.000Z,56893.5,57198.9,56370.9,56770.6,708.18378429
140,2021-03-24T12:00:00.000Z,56538.6,57022.6,56534.3,56893.4,1734.35425872
141,2021-03-24T11:00:00.000Z,56467.8,56595.0,56254.5,56540.0,359.5085985
142,2021-03-24T10:00:00.000Z,56404.9,56595.3,56024.4,56470.3,730.2166712
143,2021-03-24T09:00:00.000Z,56284.7,56670.4,56284.7,56404.9,648.94085303
144,2021-03-24T08:00:00.000Z,55470.6,56329.9,55454.4,56286.5,912.69287716
145,2021-03-24T07:00:00.000Z,54669.1,55626.2,54629.6,55469.5,856.78065648
146,2021-03-24T06:00:00.000Z,54123.9,55033.1,53711.0,54669.2,925.848706
147,2021-03-24T05:00:00.000Z,54141.3,54302.2,53783.1,54130.5,427.4343206
148,2021-03-24T04:00:00.000Z,54363.6,54579.9,53990.1,54139.5,388.68326156
149,2021-03-24T03:00:00.000Z,54425.6,54760.0,54048.5,54363.7,462.47038553
150,2021-03-24T02:00:00.000Z,54470.0,54650.6,54366.3,54425.6,398.30099058
151,2021-03-24T01:00:00.000Z,53691.4,54579.9,53525.5,54469.9,486.40612572
152,2021-03-24T00:00:00.000Z,54345.0,54672.8,53591.9,53700.0,601.53773731
153,2021-03-23T23:00:00.000Z,54395.6,54812.6,54302.7,54345.0,249.93537485
154,2021-03-23T22:00:00.000Z,54656.5,54885.0,54365.0,54395.5,211.74322858
155,2021-03-23T21:00:00.000Z,54455.7,54733.3,54191.9,54656.5,148.34580914
156,2021-03-23T20:00:00.000Z,55005.8,55081.7,54329.6,54455.7,370.64332007
157,2021-03-23T19:00:00.000Z,55369.1,55536.4,54822.1,55013.9,361.5585361
158,2021-03-23T18:00:00.000Z,55694.1,55826.0,55368.9,55369.1,289.39582029
159,2021-03-23T17:00:00.000Z,55545.4,55774.7,55414.7,55712.5,369.83249318
160,2021-03-23T16:00:00.000Z,55167.7,55757.9,54801.3,55545.4,675.35478002
161,2021-03-23T15:00:00.000Z,55175.0,55329.9,54923.1,55167.6,283.70195664
162,2021-03-23T14:00:00.000Z,55258.1,55349.9,54739.0,55161.1,489.04008689
163,2021-03-23T13:00:00.000Z,55107.0,55443.2,55018.1,55257.2,471.19116537
164,2021-03-23T12:00:00.000Z,54243.2,55227.4,54229.7,55104.0,596.33940853
165,2021-03-23T11:00:00.000Z,54668.1,54799.9,54070.4,54243.3,408.96912264
166,2021-03-23T10:00:00.000Z,54589.7,54808.0,54423.9,54668.1,354.20064514
167,2021-03-23T09:00:00.000Z,54305.6,54690.5,54219.2,54596.1,379.67570271
168,2021-03-23T08:00:00.000Z,54156.1,54476.0,53813.1,54305.6,503.25264197
169,2021-03-23T07:00:00.000Z,53310.3,54239.1,53304.9,54156.1,631.73214303
170,2021-03-23T06:00:00.000Z,53535.7,53773.3,52952.6,53306.6,801.44752223
171,2021-03-23T05:00:00.000Z,54435.3,54460.9,53120.0,53535.7,1166.52227904
172,2021-03-23T04:00:00.000Z,54673.5,54769.2,54033.3,54430.4,517.89922864
173,2021-03-23T03:00:00.000Z,54557.6,54734.5,54368.5,54659.6,412.23765154
174,2021-03-23T02:00:00.000Z,55111.0,55146.6,54427.0,54556.1,479.36282414
175,2021-03-23T01:00:00.000Z,54685.1,55307.7,54500.1,55113.5,496.84206547
176,2021-03-23T00:00:00.000Z,54096.7,54749.3,53785.7,54700.0,613.7726434
177,2021-03-22T23:00:00.000Z,54610.8,54869.9,54055.4,54075.6,347.25590006
178,2021-03-22T22:00:00.000Z,54565.0,54634.1,53656.6,54608.7,715.79836312
179,2021-03-22T21:00:00.000Z,54512.8,54956.4,54275.3,54565.0,293.25982308
180,2021-03-22T20:00:00.000Z,55517.4,56015.8,54157.0,54503.6,1120.21993155
181,2021-03-22T19:00:00.000Z,56490.6,56561.5,55508.8,55534.8,531.31666082
182,2021-03-22T18:00:00.000Z,57070.5,57168.3,56360.1,56494.4,213.06027204
183,2021-03-22T17:00:00.000Z,56747.6,57185.6,56550.1,57058.7,171.20122627
184,2021-03-22T16:00:00.000Z,57078.1,57185.6,56176.0,56742.1,516.49137522
185,2021-03-22T15:00:00.000Z,56975.8,57200.0,56850.8,57075.4,320.66215643
186,2021-03-22T14:00:00.000Z,56965.6,57267.9,55479.6,56974.3,590.69299773
187,2021-03-22T13:00:00.000Z,57252.7,57399.9,56507.8,56965.6,737.49282014
188,2021-03-22T12:00:00.000Z,57706.5,57741.7,56861.9,57258.7,672.79225591
189,2021-03-22T11:00:00.000Z,57903.0,58151.6,57551.0,57696.0,1226.1236826
190,2021-03-22T10:00:00.000Z,57355.1,58430.0,57269.6,57903.0,2616.10307729
191,2021-03-22T09:00:00.000Z,57194.4,57366.0,57035.5,57355.1,327.01837626
192,2021-03-22T08:00:00.000Z,57565.1,57703.9,57070.1,57194.5,488.90106514
193,2021-03-22T07:00:00.000Z,57655.5,57837.1,57504.7,57565.2,454.03587319
194,2021-03-22T06:00:00.000Z,57580.1,57880.0,57555.1,57655.5,342.45382585
195,2021-03-22T05:00:00.000Z,57604.4,57752.0,57305.0,57582.7,470.84083726
196,2021-03-22T04:00:00.000Z,57557.5,57819.7,57423.8,57604.4,379.84057686
197,2021-03-22T03:00:00.000Z,56966.2,57647.2,56959.4,57557.6,468.24600843
198,2021-03-22T02:00:00.000Z,56607.1,57000.0,56404.2,56961.2,470.62342216
199,2021-03-22T01:00:00.000Z,56573.5,56717.0,56276.9,56589.4,536.55903573
201,2021-03-22T00:00:00.000Z,57346.9,57442.4,56394.9,56573.5,501.4783675
202,2021-03-21T23:00:00.000Z,57581.1,57781.1,57165.6,57339.0,343.42506673
203,2021-03-21T22:00:00.000Z,58075.0,58095.1,57528.4,57582.4,182.92735473
204,2021-03-21T21:00:00.000Z,57748.7,58085.9,57484.2,58075.1,163.5111248
205,2021-03-21T20:00:00.000Z,57516.0,57979.9,57516.0,57748.6,383.00628064
206,2021-03-21T19:00:00.000Z,57354.1,57646.9,57354.1,57501.0,530.48228052
207,2021-03-21T18:00:00.000Z,57244.0,57455.8,57177.4,57356.5,306.68385329
208,2021-03-21T17:00:00.000Z,57202.1,57293.8,56954.2,57241.6,238.4369347
209,2021-03-21T16:00:00.000Z,57158.9,57399.0,56753.9,57206.3,343.21715582
210,2021-03-21T15:00:00.000Z,57166.0,57499.0,57000.1,57158.5,607.92600656
211,2021-03-21T14:00:00.000Z,57032.8,57300.0,57009.3,57166.1,266.34084641
212,2021-03-21T13:00:00.000Z,56181.3,57300.0,56181.3,57025.0,804.09954698
213,2021-03-21T12:00:00.000Z,56264.0,56279.9,55869.4,56171.6,261.1234689
214,2021-03-21T11:00:00.000Z,56130.3,56320.0,55800.6,56259.9,298.92909668
215,2021-03-21T10:00:00.000Z,55938.6,56372.9,55595.3,56130.4,521.99756925
216,2021-03-21T09:00:00.000Z,57122.0,57240.0,55391.4,55938.5,1777.42800476
217,2021-03-21T08:00:00.000Z,56954.9,57255.0,56856.7,57120.1,733.92116498
218,2021-03-21T07:00:00.000Z,57019.2,57200.0,56838.6,56957.3,572.98732167
219,2021-03-21T06:00:00.000Z,57075.9,57200.0,56618.9,57019.2,1345.95729798
220,2021-03-21T05:00:00.000Z,56880.9,57077.0,56822.9,57075.9,1197.24242011
221,2021-03-21T04:00:00.000Z,57768.2,57778.6,56706.8,56881.0,1050.06414517
222,2021-03-21T03:00:00.000Z,57606.8,57800.0,57422.1,57768.1,589.32715322
223,2021-03-21T02:00:00.000Z,58174.0,58174.0,57463.7,57600.0,748.26116991
224,2021-03-21T01:00:00.000Z,58328.4,58463.5,58086.9,58174.1,365.69572746
225,2021-03-21T00:00:00.000Z,58104.2,58599.9,57820.0,58338.1,484.55593804
226,2021-03-20T23:00:00.000Z,58507.0,58525.8,58000.0,58114.3,465.59782094
227,2021-03-20T22:00:00.000Z,58723.9,58808.8,58368.7,58507.0,262.0727883
228,2021-03-20T21:00:00.000Z,58509.9,58770.3,58369.3,58724.0,140.56634193
229,2021-03-20T20:00:00.000Z,59286.9,59379.9,58128.2,58509.9,921.75347282
230,2021-03-20T19:00:00.000Z,59172.2,59425.7,59137.8,59282.5,324.88343947
231,2021-03-20T18:00:00.000Z,59135.9,59473.3,59120.0,59175.9,965.22953162
232,2021-03-20T17:00:00.000Z,59030.2,59302.8,59009.4,59135.8,2022.57159832
233,2021-03-20T16:00:00.000Z,59253.0,59313.6,58905.1,59030.2,1034.56041656
234,2021-03-20T15:00:00.000Z,59387.7,59742.2,59033.9,59253.0,3386.24370153
235,2021-03-20T14:00:00.000Z,59034.8,59387.6,58760.1,59381.2,1360.49075777
236,2021-03-20T13:00:00.000Z,59153.0,59909.5,58604.8,59033.4,3021.49944907
237,2021-03-20T12:00:00.000Z,59247.8,59333.0,58762.3,59153.0,2841.62454653
238,2021-03-20T11:00:00.000Z,58685.0,59309.9,58632.1,59240.7,1424.24305002
239,2021-03-20T10:00:00.000Z,58782.6,58920.0,58582.1,58684.9,302.40342815
240,2021-03-20T09:00:00.000Z,58677.9,58900.0,58580.9,58777.4,395.85332281
241,2021-03-20T08:00:00.000Z,58401.5,58811.4,58401.5,58679.8,2917.87232873
242,2021-03-20T07:00:00.000Z,58349.2,58551.8,58260.1,58401.5,832.63976778
243,2021-03-20T06:00:00.000Z,58128.8,58377.9,57980.8,58349.3,249.36951427
244,2021-03-20T05:00:00.000Z,58215.9,58359.8,58050.7,58126.1,273.72832435
245,2021-03-20T04:00:00.000Z,58374.6,58609.5,58167.0,58210.5,291.52835556
246,2021-03-20T03:00:00.000Z,58548.2,58586.4,58187.0,58369.0,360.54265026
247,2021-03-20T02:00:00.000Z,58732.3,58935.6,58414.7,58548.2,348.66153287
248,2021-03-20T01:00:00.000Z,58646.9,58893.1,58487.0,58732.2,316.00205892
249,2021-03-20T00:00:00.000Z,58023.6,58682.3,57833.6,58646.9,348.76916656
250,2021-03-19T23:00:00.000Z,58503.3,58545.1,57953.5,58025.6,233.59473533
251,2021-03-19T22:00:00.000Z,58646.9,58646.9,58281.3,58508.0,130.4788372
252,2021-03-19T21:00:00.000Z,58360.8,58763.2,58295.9,58643.8,91.45809973
253,2021-03-19T20:00:00.000Z,58836.3,59467.4,58102.9,58367.0,512.42598606
254,2021-03-19T19:00:00.000Z,58808.6,58974.9,58659.5,58834.5,161.53355133
255,2021-03-19T18:00:00.000Z,58855.5,58956.3,58347.9,58808.6,214.57653465
256,2021-03-19T17:00:00.000Z,58861.7,58969.9,58627.2,58858.7,227.89515024
257,2021-03-19T16:00:00.000Z,58986.1,59184.8,58629.4,58864.1,417.7304711
258,2021-03-19T15:00:00.000Z,58739.2,59161.8,58521.6,58986.2,406.71095754
259,2021-03-19T14:00:00.000Z,58282.4,58798.1,57943.2,58742.7,441.93645481
260,2021-03-19T13:00:00.000Z,58860.4,58880.9,58048.2,58282.4,505.9803405
261,2021-03-19T12:00:00.000Z,58854.6,59258.1,58716.3,58860.4,488.30124244
262,2021-03-19T11:00:00.000Z,58593.0,58861.2,58423.0,58849.8,454.82075626
263,2021-03-19T10:00:00.000Z,58301.6,58704.9,58123.4,58596.3,328.16231345
264,2021-03-19T09:00:00.000Z,58334.0,58888.0,58210.6,58301.5,542.00378337
265,2021-03-19T08:00:00.000Z,57839.3,58583.9,57489.8,58333.9,726.66474131
266,2021-03-19T07:00:00.000Z,58133.1,58374.5,57762.1,57837.5,342.99959723
267,2021-03-19T06:00:00.000Z,58349.2,58495.2,57977.1,58139.9,414.08165008
268,2021-03-19T05:00:00.000Z,57863.6,58384.5,57586.7,58349.2,424.94682177
269,2021-03-19T04:00:00.000Z,57776.2,58253.5,57624.3,57863.6,509.21268089
270,2021-03-19T03:00:00.000Z,57349.7,57890.0,57277.9,57776.2,386.37798931
271,2021-03-19T02:00:00.000Z,57399.2,57777.1,57201.3,57347.0,419.41429191
272,2021-03-19T01:00:00.000Z,56854.1,57428.1,56642.9,57399.2,436.65941886
273,2021-03-19T00:00:00.000Z,57640.5,57688.8,56277.7,56852.3,1055.27458542
274,2021-03-18T23:00:00.000Z,57629.7,58031.4,57359.3,57642.8,243.08030287
275,2021-03-18T22:00:00.000Z,57901.1,58123.7,57624.2,57633.4,200.16028272
276,2021-03-18T21:00:00.000Z,57506.4,57987.9,57426.7,57907.7,105.8686288
277,2021-03-18T20:00:00.000Z,57295.5,57889.3,57018.0,57501.0,322.93599115
278,2021-03-18T19:00:00.000Z,58220.9,58424.0,57200.0,57299.8,466.08199558
279,2021-03-18T18:00:00.000Z,59246.4,59308.2,58000.0,58218.1,411.98553813
280,2021-03-18T17:00:00.000Z,59058.8,59469.9,59055.8,59246.3,342.29193324
281,2021-03-18T16:00:00.000Z,59542.8,60140.0,59027.0,59092.3,1032.20502975
282,2021-03-18T15:00:00.000Z,57869.9,59689.7,57700.0,59535.8,894.73385326
283,2021-03-18T14:00:00.000Z,57853.2,58032.8,57515.1,57870.0,425.3300174
284,2021-03-18T13:00:00.000Z,58057.1,58196.4,57777.6,57849.3,292.55553337
285,2021-03-18T12:00:00.000Z,58173.1,58177.0,57567.7,58063.5,430.02823905
286,2021-03-18T11:00:00.000Z,58516.1,58558.3,57883.7,58178.8,322.72323437
287,2021-03-18T10:00:00.000Z,58411.2,58672.9,58217.2,58516.1,280.33602872
288,2021-03-18T09:00:00.000Z,58009.3,58485.5,57950.1,58413.5,347.47440908
289,2021-03-18T08:00:00.000Z,58352.1,58511.2,57955.3,58009.2,399.42321463
290,2021-03-18T07:00:00.000Z,58918.4,58933.1,58126.0,58352.1,543.83810419
291,2021-03-18T06:00:00.000Z,58977.0,59080.3,58665.6,58918.5,301.44769744
292,2021-03-18T05:00:00.000Z,58798.8,59191.0,58647.6,58976.9,323.30539219
293,2021-03-18T04:00:00.000Z,58721.8,59220.2,58630.2,58798.8,347.81544818
294,2021-03-18T03:00:00.000Z,59006.8,59055.1,58600.1,58721.7,327.92909505
295,2021-03-18T02:00:00.000Z,59043.4,59318.6,58906.7,59006.8,325.15709065
296,2021-03-18T01:00:00.000Z,58921.0,59330.4,58751.7,59043.5,375.84067823
297,2021-03-18T00:00:00.000Z,58899.0,59562.9,58719.6,58929.7,859.17179208
298,2021-03-17T23:00:00.000Z,58289.3,58986.3,58264.2,58886.1,415.38639451
299,2021-03-17T22:00:00.000Z,58423.4,58950.0,58225.6,58289.4,392.73629435
300,2021-03-17T21:00:00.000Z,57709.2,58700.0,57592.5,58423.3,380.37666365
301,2021-03-17T20:00:00.000Z,57863.7,58331.3,57712.1,57712.2,316.73208428
302,2021-03-17T19:00:00.000Z,57592.7,58187.9,57338.6,57859.1,701.31792795
303,2021-03-17T18:00:00.000Z,55536.1,57592.7,55536.1,57592.6,825.66797467
304,2021-03-17T17:00:00.000Z,55277.5,55664.6,55172.0,55536.1,249.40512062
305,2021-03-17T16:00:00.000Z,54925.6,55605.1,54734.1,55280.2,487.08344427
306,2021-03-17T15:00:00.000Z,54549.1,55247.9,54316.3,54927.2,565.05998433
307,2021-03-17T14:00:00.000Z,55100.7,55150.7,54541.8,54549.1,505.08609232
308,2021-03-17T13:00:00.000Z,55155.8,55420.6,54614.3,55100.7,594.83184133
309,2021-03-17T12:00:00.000Z,54833.5,55423.4,54133.0,55155.8,963.75845688
